Food Code,Food Name,Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Starch (g),Total sugars (g),Glucose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g fd (g),Mono FA /100g food (g),Poly FA /100g food (g),Cholesterol (mg)
19-562,Chicken fricassee# reduced fat# homemade,10.2,4.2,3.2,101,1.2,2,0.5,0.5,0.3,0,0.4,1.4,0.5,N,1.19,1.96,0.79,35.7
19-563,Chicken in white sauce# made with semi-skimmed milk,17,7.7,5,156,2.7,2.3,Tr,Tr,0,0,2.3,,0.1,0.1,3.42,2.77,0.93,67.7
19-564,Chicken in white sauce# made with whole milk,17,9,5.2,168,3,2.2,Tr,Tr,0,0,2.2,,0.1,0.1,4.22,3.12,0.98,71.4
18-501,Chicken pieces# coated# takeaway,18.5,14.1,17.6,267,17.6,Tr,Tr,Tr,Tr,Tr,0,0,1.1,1.3,2.32,7.15,3.84,44.6
18-500,Chicken portions# battered# deep fried# takeaway,24.8,12.8,4.8,233,4.8,0,0,0,0,0,0,,0.8,2.9,3.07,6.58,2.38,89.9
19-323,Chicken satay# takeaway,21.7,10.3,3,191,1.4,1.6,0.5,1.1,Tr,Tr,Tr,0,2.2,2,3.02,4.33,2.48,57.4
19-538,Chicken slices,23.2,1.5,2,114,1.5,0.2,0,0,0.2,0,0,0,N,0.3,0.4,0.7,0.3,63
17-697,Chicken soup# cream of# canned# condensed# as served,1.3,2.9,3,43,2.3,0.7,Tr,0.1,0.2,0,0.4,0,Tr,Tr,0.4,1.5,0.7,2
19-541,Chicken wings# marinated# meat and skin# barbecued,27.4,16.6,4.1,274,0.5,3.6,0.5,0.6,2.5,0,0,0,N,0.5,4.6,7.5,3.3,120
19-652,Chicken wings# marinated# meat and skin# barbecued# weighed with bone,17.8,10.8,2.7,179,0.3,2.3,0.3,0.4,1.6,0,0,0,N,0.3,3,4.9,2.1,78
18-308,Chicken# breast# casseroled# meat and skin,26.9,8.5,0,184,0,0,0,0,0,0,0,0,0,,2.4,3.9,1.6,92
18-309,Chicken# breast# casseroled# meat and skin# weighed with bone,24.2,7.6,0,165,0,0,0,0,0,0,0,0,0,,2.1,3.5,1.4,83
18-307,Chicken# breast# casseroled# meat only,28.4,5.2,0,160,0,0,0,0,0,0,0,0,0,0,1.5,2.4,1,90
18-324,Chicken# breast# grilled with skin# meat only,29.8,3.1,0,147,0,0,0,0,0,0,0,0,0,,0.9,1.3,0.6,84
18-323,Chicken# breast# grilled without skin# meat only,32,2.2,0,148,0,0,0,0,0,0,0,0,0,0,0.6,1,0.4,94
18-325,Chicken# breast# grilled# meat and skin,28.9,6.4,0,173,0,0,0,0,0,0,0,0,0,,0.9,1.4,0.7,90
18-326,Chicken# breast# strips# stir-fried in corn oil,29.7,4.6,0,161,0,0,0,0,0,0,0,0,0,0,N,N,N,87
18-299,Chicken# corn-fed# raw# dark meat only,19.5,7.2,0,143,0,0,0,0,0,0,0,0,0,,2.1,3.2,1.5,100
18-300,Chicken# corn-fed# raw# light meat only,23,2.8,0,118,0,0,0,0,0,0,0,0,0,,0.8,1.2,0.6,70
18-301,Chicken# corn-fed# raw# meat only,21.4,4.8,0,129,0,0,0,0,0,0,0,0,0,,1.4,2.1,1,85
18-302,Chicken# corn-fed# raw# skin only,10.1,52.7,0,514,0,0,0,0,0,0,0,0,0,,15.2,23.8,10.1,140
18-343,Chicken# corn-fed# roasted# dark meat only,24,9.8,0,185,0,0,0,0,0,0,0,0,0,,2.8,4.3,2,120
18-344,Chicken# corn-fed# roasted# light meat only,25.8,4.2,0,141,0,0,0,0,0,0,0,0,0,,1.2,1.8,0.9,76
18-345,Chicken# corn-fed# roasted# meat only,24.9,7.2,0,164,0,0,0,0,0,0,0,0,0,,2.1,3.1,1.5,99
18-289,Chicken# dark meat# raw,20.9,2.8,0,109,0,0,0,0,0,0,0,0,0,0,0.8,1.3,0.6,105
18-329,Chicken# dark meat# roasted,24.4,10.9,0,196,0,0,0,0,0,0,0,0,0,0,2.89,5.07,2.14,120
18-311,Chicken# drumsticks# casseroled# meat and skin,22.3,14.2,0,217,0,0,0,0,0,0,0,0,0,0,3.8,6.6,2.8,125
18-312,Chicken# drumsticks# casseroled# meat and skin# weighed with bone,14.5,9.2,0,141,0,0,0,0,0,0,0,0,0,,2.6,4.5,1.9,80
18-310,Chicken# drumsticks# casseroled# meat only,24.3,9.7,0,185,0,0,0,0,0,0,0,0,0,,2.6,4.5,1.9,135
18-335,Chicken# drumsticks# roasted# meat and skin,25.8,9.1,0,185,0,0,0,0,0,0,0,0,0,0,2.5,4.3,1.8,135
18-336,Chicken# drumsticks# roasted# meat and skin# weighed with bone,16.2,5.7,0,116,0,0,0,0,0,0,0,0,0,,1.5,2.7,1.1,86
18-334,Chicken# drumsticks# roasted# meat only,26.6,5.1,0,152,0,0,0,0,0,0,0,0,0,,1.4,2.4,1,135
18-314,Chicken# leg quarter# casseroled# meat and skin,22.9,13.9,0,217,0,0,0,0,0,0,0,0,0,,3.8,6.5,2.6,115
18-315,Chicken# leg quarter# casseroled# meat and skin# weighed with bone,14.4,8.8,0,137,0,0,0,0,0,0,0,0,0,,2.4,4.1,1.7,72
18-313,Chicken# leg quarter# casseroled# meat only,25,8.4,0,176,0,0,0,0,0,0,0,0,0,,2.3,3.9,1.6,115
18-293,Chicken# leg quarter# raw# meat and skin,18.3,13.3,0,193,0,0,0,0,0,0,0,0,0,,3.6,6.3,2.5,110
18-294,Chicken# leg quarter# raw# meat and skin# weighed with bone,12.6,9.2,0,133,0,0,0,0,0,0,0,0,0,,2.5,4.3,1.7,77
18-337,Chicken# leg quarter# roasted# meat and skin,20.9,16.9,0,236,0,0,0,0,0,0,0,0,0,,4.6,7.8,3.2,115
18-338,Chicken# leg quarter# roasted# meat and skin# weighed with bone,10.7,8.6,0,120,0,0,0,0,0,0,0,0,0,,2.3,4,1.6,60
18-290,Chicken# light meat# raw,24,1.1,0,106,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.2,70
18-330,Chicken# light meat# roasted,30.2,3.6,0,153,0,0,0,0,0,0,0,0,0,0,1.02,1.62,0.73,82
18-488,Chicken# meat# average# raw,22.3,2.1,0,108,0,0,0,0,0,0,0,0,0,0,0.6,1,0.4,90
18-331,Chicken# meat# average# roasted,27.3,7.5,0,177,0,0,0,0,0,0,0,0,0,0,2.1,3.4,1.5,105
18-327,Chicken# portions# not coated# deep-fried# meat and skin,26.9,16.8,0,259,0,0,0,0,0,0,0,0,0,,4.6,8,3,135
18-328,Chicken# portions# not coated# deep-fried# meat and skin# weighed with bone,18.6,11.6,0,179,0,0,0,0,0,0,0,0,0,,3.2,5.5,2,94
18-316,Chicken# skin# casseroled,13.4,39.3,0,407,0,0,0,0,0,0,0,0,0,,11,19.1,6.5,105
18-292,Chicken# skin# raw,9.7,48.3,0,474,0,0,0,0,0,0,0,0,0,,13.6,23.6,8.1,135
18-332,Chicken# skin# roasted/grilled# dry,21.5,46.1,0,501,0,0,0,0,0,0,0,0,0,0,12.9,22.5,7.7,170
18-333,Chicken# skin# roasted/grilled# moist,17,42.6,0,452,0,0,0,0,0,0,0,0,0,,12,20.8,7.1,135
19-569,Chicken# stir-fried with mushrooms and cashew nuts# homemade,18.4,7,4.8,160,2.5,2.2,0.7,0.6,0.8,0,0,0.7,0.7,0.9,1.31,3.86,1.47,66.1
19-570,Chicken# stir-fried with peppers in black bean sauce# homemade,19,4.2,2.7,124,0.1,2.4,0.6,0.7,1,0,0,,0.6,N,N,N,N,72.5
19-521,Chicken# stir-fried with rice and vegetables# retail# reheated,6.5,4.6,17.1,132,12.6,3.9,1.8,1.1,1,0,0,0,1.3,N,N,N,N,N
18-317,Chicken# thighs# casseroled# meat and skin,21.5,16.3,0,233,0,0,0,0,0,0,0,0,0,,4.4,7.6,3.1,120
18-318,Chicken# thighs# casseroled# meat and skin# weighed with bone,17.8,13.5,0,193,0,0,0,0,0,0,0,0,0,,3.7,6.3,2.6,100
18-319,Chicken# thighs# casseroled# meat only# diced,25.6,8.6,0,180,0,0,0,0,0,0,0,0,0,,2.4,3.8,1.9,130
18-303,Chicken# whole# corn-fed# raw# meat and skin,18.8,15.9,0,218,0,0,0,0,0,0,0,0,0,,4.6,6.9,3.2,98
18-304,Chicken# whole# corn-fed# raw# meat and skin# weighed with bone,12.2,10.3,0,142,0,0,0,0,0,0,0,0,0,,3,4.5,2.1,64
18-346,Chicken# whole# corn-fed# roasted# meat and skin,24,13.2,0,215,0,0,0,0,0,0,0,0,0,,3.8,5.8,2.6,110
18-347,Chicken# whole# corn-fed# roasted# meat and skin# weighed with bone,14.4,7.9,0,129,0,0,0,0,0,0,0,0,0,,2.7,4.1,1.8,65
18-297,Chicken# whole# raw# meat and skin,19.1,13.8,0,201,0,0,0,0,0,0,0,0,0,,3.8,6.4,2.6,100
18-298,Chicken# whole# raw# meat and skin# weighed with bone,12.4,9,0,131,0,0,0,0,0,0,0,0,0,,2.5,4.2,1.7,66
18-341,Chicken# whole# roasted# meat and skin,26.3,12.5,0,218,0,0,0,0,0,0,0,0,0,0,3.4,5.7,2.4,110
18-342,Chicken# whole# roasted# meat and skin# weighed with bone,16.6,7.9,0,138,0,0,0,0,0,0,0,0,0,,2.2,3.6,1.5,71
18-321,Chicken# wing quarter# casseroled# meat and skin,24.4,12.5,0,210,0,0,0,0,0,0,0,0,0,,3.5,5.8,2.3,99
18-322,Chicken# wing quarter# casseroled# meat and skin# weighed with bone,16.3,8.4,0,141,0,0,0,0,0,0,0,0,0,,2.3,3.9,1.5,66
18-320,Chicken# wing quarter# casseroled# meat only,26.9,6.3,0,164,0,0,0,0,0,0,0,0,0,,1.7,2.9,1.2,97
18-295,Chicken# wing quarter# raw# meat and skin,20.3,12.4,0,193,0,0,0,0,0,0,0,0,0,,3.5,5.6,2.3,89
18-296,Chicken# wing quarter# raw# meat and skin# weighed with bone,13.4,8.2,0,127,0,0,0,0,0,0,0,0,0,,2.3,3.7,1.5,59
18-339,Chicken# wing quarter# roasted# meat and skin,24.8,14.1,0,226,0,0,0,0,0,0,0,0,0,,3.9,6.4,2.7,100
18-340,Chicken# wing quarter# roasted# meat and skin# weighed with bone,13.1,7.5,0,120,0,0,0,0,0,0,0,0,0,,2.1,3.4,1.5,53
19-469,Chicken/turkey pasties/slices# puff pastry,8.1,18.5,23.9,289,22.8,1.2,0.2,0.1,0.2,0.7,Tr,,1,2.9,9.17,6.45,1.92,24.3
18-503,Chicken/turkey pieces# coated# baked,14.4,13.9,19.6,256,18.5,1.1,0.2,Tr,0.4,0.5,Tr,0,1.1,2.3,2.11,7.18,3.9,4.1
13-586,Chicory# pale variety# boiled in unsalted water,0.6,0.3,2.1,7,0.1,0.5,0.2,0.3,Tr,0,0,0,1.1,N,0.1,Tr,0.1,0
13-225,Chicory# pale variety# raw,0.5,0.6,2.8,11,0.2,0.7,0.3,0.4,Tr,0,0,0,0.9,N,0.2,Tr,0.3,0
19-478,Chilli con carne# homemade,9.2,7.5,4.4,120,1.3,2.9,1.1,1.1,0.6,0,0,0,1.1,N,2.9,2.97,0.85,23.8
19-208,Chilli con carne# retail# reheated,7.7,4.3,7.1,96,4.4,2.7,,,,,,0,1.4,,1.9,1.9,0.2,N
19-527,Chilli con carne# retail# reheated# with rice,5.8,2.7,18.1,116,16.5,1.6,N,N,N,0,0,0,0.8,N,1.17,1.19,0.17,N
13-873,Chilli powder,13.5,14.3,N,N,N,7.2,2.1,4.3,0.8,0,0,0,N,34.8,2.46,3.21,8.01,0
17-719,Chilli sauce,1.3,0.8,7.3,40,0.4,6.9,3.1,3.8,Tr,0,0,0,1.1,2.2,Tr,Tr,Tr,0
15-719,Chilli# bean and lentil# homemade,5.3,2.5,13.2,92,8,3.5,1.5,1.5,0.5,0,0,,N,N,0.23,1.2,0.89,0
15-720,Chilli# Quorn# homemade,5.3,3.6,6.9,83,2.7,3.5,1.3,1.2,1.2,Tr,Tr,,2.6,N,0.39,N,N,0
15-640,Chilli# vegetable# homemade,2.5,0.8,8.6,49,4.2,3.8,0.8,0.8,2.2,Tr,0,0,2.6,N,0.14,0.16,0.27,0
13-813,Chinese 5 spice,9.5,8.7,N,N,N,N,N,N,N,0,0,0,N,N,N,N,N,0
16-011,Chital# raw,18.1,1.9,0,90,0,0,0,0,0,0,0,,0,,N,N,N,N
13-887,Chives# fresh,3.3,0.7,1.9,27,Tr,1.9,0.9,1,Tr,0,0,0,1.9,2.5,0.15,0.1,0.27,0
15-721,Cho cho fritters# fried in rapeseed oil# homemade,4.7,12.4,16.6,192,13.6,2.9,0.9,1.1,0.1,0,0.9,,1.3,0.7,2.14,6.34,2.95,62.6
13-228,Cho cho# boiled in unsalted water,0.5,0.1,2.9,14,0.4,2.5,1.1,1.3,Tr,0,0,,0.9,,Tr,Tr,Tr,0
13-227,Cho cho# raw,0.7,0.1,3.7,17,0.5,3.1,1.4,1.7,Tr,0,0,,1.1,,Tr,Tr,Tr,0
17-658,Chocolate covered bar with caramel and cereal,5.2,25.8,66.2,501,11.6,46.4,2.1,Tr,32.9,2,9.4,,0.8,1.9,16.26,7.14,1.1,9.3
17-657,Chocolate covered caramel and biscuit fingers,5,23.6,70,495,12.2,45.4,4.5,Tr,31.6,3.5,5.8,0,1.5,2.5,13.52,7.54,1.32,9.5
11-812,Chocolate covered wafer biscuit,5.5,28.6,61.1,509,16.1,45.1,Tr,Tr,38.2,Tr,6.9,0,1.4,2.7,17.5,7.81,1.22,16.3
17-687,Chocolate nut spread,6.2,33,60.5,549,0.8,59.7,Tr,Tr,56.7,0,3,0,0.8,3,9.34,16.82,5.4,2
12-518,Chocolate nut sundae,2.6,15,33.5,271,N,29.9,9.7,8.8,7.9,0.7,2.8,0,N,N,8.94,4.23,0.8,39.1
17-659,Chocolate spread,3.3,37.7,59.4,575,Tr,59.4,Tr,Tr,49.5,Tr,10,0,1,2,8.13,19.93,7.63,8.9
17-650,Chocolate# dark# with crème or mint fondant centres,3.7,16.3,71.9,431,Tr,62.9,4,2.4,56.5,Tr,Tr,0,1.9,4.7,9.8,5.12,0.54,3.3
17-690,Chocolate# fancy and filled,4.9,21.3,62.9,447,0.2,60,5.4,3.1,45.7,2.2,3.6,0,1.3,N,11.3,8,1,11
17-648,Chocolate# milk,7.3,31.1,56,519,Tr,56,Tr,Tr,46.8,Tr,9.2,0,1.3,2.3,18.71,9.6,1.13,22.1
17-491,Chocolate# plain,5,28,63.5,510,0.9,62.6,Tr,Tr,62.4,Tr,0.2,0,2.5,N,16.8,9,1,6
17-091,Chocolate# white,8,30.9,58.3,529,Tr,58.3,Tr,Tr,47.6,Tr,10.7,0,N,N,18.4,10,1.1,N
19-516,Chorizo,24,32.2,2.4,395,1.3,1.1,0,0,Tr,0,1.1,0,N,1,12,14.5,4.93,N
11-1050,Choux buns# homemade,5.3,34.1,17.9,395,17,0.9,Tr,Tr,0.1,0,0.8,,0.7,0.8,18.23,10.52,2.44,136.8
19-519,Chow mein# beef# retail# reheated,6.7,6,14.7,136,12.3,2.4,N,0,1.2,0,0,0,N,1.8,1.3,3.1,1.4,N
19-321,Chow mein# chicken# takeaway,8.5,7.2,12.7,147,6.6,0.3,Tr,0.3,Tr,Tr,Tr,0,1.1,1.5,1.17,3.86,1.85,13.4
19-614,Chow mein# pork and chicken# homemade,9.2,1.9,5.8,72,4.2,1.5,N,N,N,Tr,0,0.2,0.6,N,0.76,6.23,3.13,23.5
17-784,Chutney# apple# homemade,0.8,0.2,49.2,190,0.1,48.4,4.3,5.7,38.4,0,0,,1.3,0.7,Tr,0.02,0.07,0
17-343,Chutney# mango# sweet,0.7,0.1,48.3,189,2.6,45.7,20.6,19.5,5.6,0,0,0,N,N,Tr,Tr,Tr,0
17-345,Chutney# tomato,1.2,0.2,31,128,2.9,28.1,13.6,14.2,0.3,0,0,0,1.3,1.4,Tr,Tr,0.1,0
17-785,Chutney# tomato# homemade,1,0.2,40.8,166,Tr,40.2,3.8,4,32.3,0,0,,1.3,N,0.02,0.04,0.06,0
17-222,Cider# dry,Tr,0,2.6,36,0,2.6,0.6,0.5,0.7,0.8,0,3.8,0,0,0,0,0,0
17-223,Cider# low alcohol,Tr,0,3.6,17,0,3.6,0.7,1.4,1.4,0.1,0,0.6,0,0,0,0,0,0
17-822,Cider# strong,Tr,0,7.3,68,0,7.3,1.8,1.3,2,2.3,0,5.8,0,0,0,0,0,0
17-224,Cider# sweet,Tr,0,4.3,42,0,4.3,1,0.7,1.2,1.3,0,3.7,0,0,0,0,0,0
13-874,Cinnamon# ground,4,1.2,N,N,N,2.2,1,1.1,Tr,0,0,0,N,53.1,0.35,0.25,0.07,0
14-326,Citrus fruit# soft/easy peelers# flesh only,0.7,0.2,9.6,41,0,9.6,1.6,1.9,6.1,0,0,0,1.2,1.5,0.04,0.06,0.07,0
14-348,Citrus fruit# soft/easy peelers# flesh only# weighed with peel and pips,0.5,0.2,7.5,32,0,7.5,1.2,1.5,4.8,0,0,0,0.9,1.2,0.03,0.05,0.05,0
13-816,Cloves# dried,6,20.1,N,N,Tr,N,N,N,N,0,0,,N,,4.4,N,N,0
16-252,Cockles# boiled,12,0.6,Tr,53,Tr,Tr,0,0,0,0,0,0,0,0,0.2,0.1,0.2,53
15-722,Coco fritters# fried in rapeseed oil# homemade,4.7,22.5,26.1,322,25.8,0.9,0.1,0.1,0.5,0,0,,1.9,N,N,N,N,74.9
17-002,Cocoa butter,Tr,99.5,0,896,0,0,0,0,0,0,0,0,0,,59,32.8,3.3,3
12-545,Cocoa powder,18.5,21.7,11.5,312,11.5,Tr,0,0,0,0,0,0,12.1,N,12.8,7.2,0.6,0
12-563,Cocoa powder# made up with semi-skimmed milk,3.7,2,6.7,58,0.2,6.5,0,0,2,0,4.5,,0.2,N,1.27,0.52,0.01,5.7
12-564,Cocoa powder# made up with skimmed milk,3.7,0.6,6.7,46,0.2,6.5,0,0,2,0,4.6,,0.2,N,0.36,0.19,,3.5
12-565,Cocoa powder# made up with whole milk,3.6,3.9,6.6,74,0.2,6.3,0,0,2,0,4.4,,0.2,N,2.44,1.06,0.1,11.6
17-786,Coconut ice# homemade,1.8,12.3,67.1,369,0,67.1,Tr,0.2,66,0,0.9,0,2.6,N,10.54,0.76,0.29,1.2
14-820,Coconut milk,0.3,0.3,4.9,22,0,4.9,0.3,Tr,4.6,0,0,0,Tr,,0.2,Tr,Tr,0
14-890,Coconut milk# reduced fat# retail,0.7,7.7,2,79,0.9,1.1,N,N,N,0,0,0,N,0.1,6.35,N,N,0
14-889,Coconut milk# retail,1.1,16.9,3.3,169,1.3,2,N,N,N,0,0,,N,0.4,14.64,N,N,0
14-873,Coconut# desiccated,5.6,62,6.4,604,0,6.4,Tr,0.8,5.6,0,0,0,13.7,N,53.4,3.5,1.5,0
14-816,Coconut# flesh only# fresh,3.2,36,3.7,351,0,3.7,Tr,Tr,3.7,0,0,,7.3,,31.39,2.41,0.62,0
16-490,Cod# dried# salted# boiled,32.5,0.9,0,138,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0.4,59
16-373,Cod# flesh only# baked,23.9,0.5,0,100,0,0,0,0,0,0,0,0,0,0,0.12,0.08,0.16,43.3
16-465,Cod# flesh only# baked# weighed with bones and skin,21.3,0.4,0,89,0,0,0,0,0,0,0,0,0,0,0.11,0.07,0.14,38.5
16-466,Cod# flesh only# grilled,24.6,0.8,0,106,0,0,0,0,0,0,0,0,0,0,0.23,0.2,0.16,73.1
16-374,Cod# flesh only# microwaved,23.5,0.4,0,98,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.11,34.7
16-015,Cod# flesh only# poached in milk# butter and salt added,20.9,1.1,Tr,94,0,Tr,0,0,0,0,Tr,0,0,,0.3,0.1,0.3,53
16-016,Cod# flesh only# poached in milk# butter and salt added# weighed with bones and skin,18.2,1,Tr,81,0,Tr,0,0,0,0,Tr,0,0,,0.3,0.1,0.3,46
16-372,Cod# flesh only# raw,17.5,0.6,0,75,0,0,0,0,0,0,0,0,0,0,0.16,0.14,0.11,51.9
16-491,Cod# flesh only# salted and smoked# raw,18.3,0.6,0,79,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,46
16-467,Cod# flesh only# steamed,22.8,0.8,0,98,0,0,0,0,0,0,0,0,0,0,0.21,0.18,0.14,67.7
16-468,Cod# flesh only# steamed# weighed with bones and skin,19.9,0.7,0,86,0,0,0,0,0,0,0,0,0,0,0.18,0.16,0.12,58.9
16-369,Cod# in batter# baked,12.3,11.8,19.7,229,17.7,2,N,Tr,N,Tr,N,0,0.8,1.5,1.71,6.65,2.75,36.5
16-427,Cod# in batter# fried in dripping# takeaway,16.8,14.7,10.7,240,9.7,1,0.1,0.2,0.3,0.3,Tr,0,0.5,0.5,8.21,5.44,0.38,N
16-426,Cod# in batter# fried in rapeseed oil,12.6,17.9,19.5,285,18.1,1.4,N,Tr,N,Tr,N,0,0.8,1.5,2.12,10.26,4.54,37.3
16-428,Cod# in batter# fried in sunflower oil# takeaway,16.8,14.7,19.5,240,9.7,1,0.1,0.2,0.3,0.3,Tr,0,0.5,0.5,1.72,2.96,9.26,N
16-368,Cod# in batter# fried# takeaway,16.8,14.7,10.7,240,9.7,1,0.1,0.2,0.3,0.3,Tr,,0.5,0.5,7.58,5.35,0.87,60.4
16-370,Cod# in breadcrumbs# baked,13.7,8.3,19.8,204,18.9,0.9,0.2,Tr,0.1,0.6,Tr,0,1.7,1.9,1.33,4.63,1.9,35.6
17-163,Coffee and chicory essence# with water,0.1,Tr,2.4,9,0.1,2.3,0.1,0.1,2,0,0,0,0,0,0,0,0,0
17-632,Coffee# cappuccino# latte,2,0.8,3.2,27,0.8,2.4,0,0,0,0,2.4,0,0,0,0.52,0.23,0.03,2.8
17-833,Coffee# infusion# average,0.2,Tr,0.3,2,0,0.3,N,N,N,0,0,0,0,0,Tr,Tr,Tr,0
17-157,Coffee# infusion# average# with semi-skimmed milk,0.6,0.2,0.7,7,0,0.7,0,0,0,0,0.7,0,0,,0.1,0.1,Tr,1
17-155,Coffee# infusion# average# with single cream,0.4,1.2,0.3,14,0,0.3,0,0,0,0,0.3,0,0,,0.7,0.3,Tr,3
17-156,Coffee# infusion# average# with whole milk,0.5,0.4,0.5,7,0,0.5,0,0,0,0,0.5,0,0,,0.3,0.1,Tr,2
17-153,Coffee# infusion# strong,0.2,Tr,0.3,2,0,0,0,0,0,0,0,0,0,,Tr,Tr,Tr,0
17-154,Coffee# infusion# weak,0.2,Tr,0.3,2,0,0,0,0,0,0,0,0,0,,Tr,Tr,Tr,0
17-159,Coffee# instant# made up with water,0,Tr,Tr,Tr,Tr,0,0,0,0,0,0,0,0,,0,0,0,0
17-161,Coffee# instant# made up with water and semi-skimmed milk,0.6,0.2,0.7,7,Tr,0.7,0,0,0,0,0.7,0,0,,0.1,0.1,Tr,1
17-160,Coffee# instant# made up with water and whole milk,0.5,0.4,0.6,8,Tr,0.5,0,0,0,0,0.5,0,0,,0.3,0.1,Tr,2
17-594,Coffee# Irish,0.4,8.8,2.7,125,0,2.5,0,0,2.2,0,0.3,5,0,,5.44,2.25,0.3,22.3
17-158,Coffee# powder# instant,14.6,Tr,4.5,75,4.5,0,0,0,0,0,0,0,0,0,Tr,Tr,Tr,0
12-546,Coffeemate# whitener powder,2.1,34.5,57.3,534,Tr,9.4,5,0,0,4.4,Tr,0,0,0,26,N,N,2
17-175,Cola,Tr,0,10.9,41,Tr,10.9,3.5,3.4,4,0,0,0,0,0,0,0,0,0
17-505,Cola# diet,Tr,0,Tr,1,0,Tr,Tr,Tr,Tr,0,0,0,0,0,0,0,0,0
13-229,Cole leaves# dried# boiled in unsalted water,1.7,0.8,1.2,19,0.3,0.9,0.4,0.4,0.1,0,0,,2.1,,0.1,0.1,0.4,0
15-635,Coleslaw# not low calorie# retail,0.8,16.3,6,173,Tr,6,1.4,1.2,3.5,Tr,Tr,0,1.7,1.2,1.65,10.09,3.69,11
15-636,Coleslaw# with reduced calorie dressing# retail,0.9,9.1,6.5,110,Tr,6.5,1.6,1.3,3.7,Tr,Tr,,1.8,1.6,0.73,5.51,2.36,11.9
16-429,Coley# flesh only# baked,24.4,1.5,0,111,0,0,0,0,0,0,0,0,0,0,0.27,0.36,0.37,64.2
16-430,Coley# flesh only# grilled,27.2,1.4,0,105,0,0,0,0,0,0,0,0,0,0,0.25,0.34,0.35,61
16-431,Coley# flesh only# poached,25,1.5,0,114,0,0,0,0,0,0,0,0,0,0,0.27,0.37,0.38,65.7
16-383,Coley# flesh only# raw,18,1.1,0,82,0,0,0,0,0,0,0,,0,0,0.2,0.26,0.27,47
16-469,Coley# flesh only# steamed,23,1.4,0,105,0,0,0,0,0,0,0,0,0,0,0.25,0.34,0.35,60.5
16-501,Coley# flesh only# steamed# weighed with bones and skin,20.9,1.3,0,95,0,0,0,0,0,0,0,0,0,0,0.23,0.31,0.32,55
17-729,Complan powder# original and sweet,15.6,14.7,64.8,438,Tr,42.8,0.4,0,4.9,2.6,34.9,0,Tr,Tr,6.5,6.3,1.6,N
17-730,Complan powder# savoury,16.1,15.6,62.5,439,6.8,6.2,1.6,0.1,0.2,3.3,1.1,0,0.3,0.2,6.62,6.3,1.71,N
12-566,Complan powder# savoury# made up with water,3.6,3.5,13.9,97,1.5,1.4,0.4,0,0,0.7,0.2,,0.1,0,1.47,1.4,0.38,N
12-568,Complan powder# sweet# made up with semi-skimmed milk,6.1,4.5,17.8,132,Tr,13,0.1,0,1.1,0.6,11.3,,Tr,Tr,2.26,1.69,0.35,N
12-569,Complan powder# sweet# made up with skimmed milk,6.1,3.4,17.9,122,Tr,13.1,0.1,0,1.1,0.6,11.3,,Tr,Tr,1.52,1.43,0.35,N
12-567,Complan powder# sweet# made up with water,3.5,3.3,14.6,98,Tr,9.6,0.1,0,1.1,0.6,7.8,,Tr,Tr,1.46,1.42,0.36,N
12-570,Complan powder# sweet# made up with whole milk,6.1,6,17.7,145,Tr,12.9,0.1,0,1.1,0.6,11.2,,Tr,Tr,3.21,2.13,0.42,N
15-723,Coo-coo# homemade,2.4,1.8,17.7,99,N,N,N,N,N,N,0,,0.7,N,0.64,0.26,0.05,2.6
12-501,Cooking fat# compound# not polyunsaturated,Tr,100,0,900,0,0,0,0,0,0,0,,0,0,42.3,40.07,12.83,8
19-486,Coq au vin# homemade,11,11,3.3,188,2.9,0.4,0.1,0.1,0.1,0,0,4.7,0.3,0.2,4.19,4.45,1.55,67
19-571,Coq au vin# homemade# weighed with bone,9,9,2.7,150,2.3,0.3,0.1,0.1,0.1,0,0,3.8,0.2,0.2,3.42,3.6,1.25,55.3
13-818,Coriander leaves# dried,21.8,4.8,41.7,279,N,N,N,N,Tr,0,0,,N,,N,N,N,0
13-888,Coriander leaves# fresh,2.1,0.5,1.2,18,0.3,0.9,0.5,0.4,Tr,0,0,0,N,2.8,N,N,N,0
13-875,Coriander seeds,12.4,17.8,N,N,N,N,N,N,N,0,0,0,N,41.9,0.99,13.58,1.75,0
15-724,Corn fritters# fried in rapeseed oil# homemade,5.8,15.2,32.9,287,25.2,4.9,0.3,0.2,3.3,0,0.9,,1.4,2.5,2.65,8.4,4.16,48.6
15-725,Corn pudding# homemade,4.7,2.9,8.9,78,2.8,5.9,0.3,0.2,3.4,Tr,2.1,,1.2,1.6,0.98,0.88,0.53,55.3
17-645,Corn snacks,6,30.4,60.8,526,55.3,5.5,Tr,Tr,0.6,Tr,4.9,0,1.4,1.3,2.76,18.39,7.45,0
19-572,Corned beef hash# homemade,10.5,5.9,12.3,141,10.4,1.9,0.6,0.5,0.8,0,0.1,,1,1.3,3.26,2.01,0.19,34.6
